"id","altura","peso","imc","sexo","escolaridade","profissao","fumante.f","fumante.n","salario","filhos"
"318",318,1.65,61.2,22.48,"F","PósDoc","Humanas","Não",0,3303.83,0
"319",319,1.44,52.75,25.44,"F","Doutorado","Humanas","Não",0,3510.87,1
"320",320,1.44,52.41,25.27,"F","2ºGrau","Biologicas","sim",1,2979.46,1
"321",321,1.51,55.57,24.37,"F","Mestrado","Exatas","Não",0,2678.54,2
"322",322,1.5,55.1,24.49,"M","3ºgrau","Biologicas","sim",1,2451.05,2
"323",323,1.45,52.98,25.2,"M","Analfabeto","Humanas","Não",0,2708.91,2
"324",324,1.34,48.67,27.11,"F","Doutorado","Biologicas","Não",0,2323.19,2
"325",325,1.5,55.12,24.5,"F","PósDoc","Humanas","Não",0,3238.17,1
"326",326,1.43,52.13,25.49,"M","Mestrado","Biologicas","Não",0,3680.85,2
"327",327,1.61,59.33,22.89,"M","Mestrado","Exatas","Não",0,2460.09,2
"328",328,1.4,51.19,26.12,"M","Analfabeto","Humanas","Não",0,2738.31,0
"329",329,1.61,59.51,22.96,"M","Doutorado","Humanas","sim",1,2837.09,2
"330",330,1.44,52.4,25.27,"M","1ºGrau","Exatas","sim",1,1823.26,1
"331",331,1.53,56.17,24,"M","2ºGrau","Humanas","sim",1,2394.44,0
"332",332,1.59,58.59,23.18,"M","Analfabeto","Biologicas","sim",1,2531.05,2
"333",333,1.45,52.93,25.17,"F","Mestrado","Biologicas","sim",1,2419.28,2
"334",334,1.56,57.22,23.51,"M","3ºgrau","Humanas","Não",0,2903.49,0
"335",335,1.49,54.65,24.62,"M","1ºGrau","Exatas","Não",0,3121.29,2
"336",336,1.39,50.46,26.12,"M","3ºgrau","Biologicas","Não",0,2932.78,0
"337",337,1.47,53.92,24.95,"F","Mestrado","Biologicas","Não",0,3449.71,1
"338",338,1.66,61.48,22.31,"M","Mestrado","Humanas","Não",0,2567.78,1
"339",339,1.48,54.14,24.72,"M","3ºgrau","Biologicas","sim",1,2527.74,2
"340",340,1.42,51.73,25.65,"F","2ºGrau","Exatas","Não",0,2342.67,0
"341",341,1.49,54.78,24.67,"F","Doutorado","Humanas","sim",1,3260.82,0
"342",342,1.53,56.32,24.06,"M","Analfabeto","Biologicas","Não",0,2929.2,2
"343",343,1.6,58.82,22.98,"F","Doutorado","Biologicas","Não",0,3010.02,1
"344",344,1.61,59.58,22.99,"M","1ºGrau","Exatas","sim",1,2796.54,1
"345",345,1.51,55.4,24.3,"F","1ºGrau","Humanas","Não",0,3502.72,2
"346",346,1.62,59.66,22.73,"F","PósDoc","Biologicas","Não",0,2514.9,0
"347",347,1.42,51.94,25.76,"M","Mestrado","Biologicas","Não",0,2991.64,1
"348",348,1.27,45.62,28.28,"F","3ºgrau","Exatas","sim",1,3015.41,2
"349",349,1.45,53.11,25.26,"F","2ºGrau","Exatas","sim",1,3652.85,1
"350",350,1.45,52.94,25.18,"M","1ºGrau","Exatas","Não",0,2913.83,2
"351",351,1.27,45.74,28.36,"M","2ºGrau","Humanas","Não",0,3581.58,1
"352",352,1.56,57.25,23.52,"F","Doutorado","Biologicas","sim",1,2492.85,0
"353",353,1.42,51.86,25.72,"F","Mestrado","Humanas","Não",0,2489.34,1
"354",354,1.48,54.1,24.7,"M","1ºGrau","Biologicas","sim",1,3671.06,0
"355",355,1.34,48.65,27.09,"F","Doutorado","Biologicas","sim",1,2752.36,0
"356",356,1.55,57.19,23.8,"F","Doutorado","Humanas","sim",1,3505.21,1
"357",357,1.69,62.56,21.9,"M","PósDoc","Humanas","Não",0,2556.41,2
"358",358,1.41,51.49,25.9,"M","PósDoc","Exatas","sim",1,3314.09,0
"359",359,1.49,54.55,24.57,"F","3ºgrau","Humanas","Não",0,2842.45,2
"360",360,1.69,62.79,21.98,"F","Mestrado","Humanas","sim",1,3246.88,2
"361",361,1.59,58.74,23.23,"M","2ºGrau","Biologicas","Não",0,3203.88,0
"362",362,1.69,62.65,21.94,"F","Mestrado","Biologicas","Não",0,3314.58,0
"363",363,1.5,54.98,24.44,"M","Doutorado","Biologicas","Não",0,2541.8,0
"364",364,1.48,54.39,24.83,"F","2ºGrau","Humanas","Não",0,2814.8,2
"365",365,1.45,52.96,25.19,"F","3ºgrau","Exatas","sim",1,3463.27,0
"366",366,1.64,60.74,22.58,"M","3ºgrau","Biologicas","sim",1,2419.92,0
"367",367,1.37,49.86,26.57,"M","3ºgrau","Humanas","sim",1,3045.51,2
"368",368,1.53,56.23,24.02,"F","Mestrado","Humanas","Não",0,2377.94,0
"369",369,1.5,54.81,24.36,"M","Doutorado","Biologicas","sim",1,3623.5,0
"370",370,1.73,64.01,21.39,"F","1ºGrau","Biologicas","sim",1,3338.98,1
"371",371,1.44,52.57,25.35,"M","Mestrado","Biologicas","sim",1,3364.69,1
"372",372,1.35,48.96,26.86,"M","1ºGrau","Humanas","Não",0,3034.25,0
"373",373,1.52,55.93,24.21,"F","Mestrado","Biologicas","sim",1,3271.72,2
"374",374,1.5,54.84,24.37,"F","2ºGrau","Humanas","Não",0,2848.77,0
"375",375,1.42,51.64,25.61,"F","Doutorado","Biologicas","Não",0,3163.29,2
"376",376,1.51,55.53,24.35,"F","Analfabeto","Biologicas","Não",0,2864.3,0
"377",377,1.47,53.9,24.94,"F","1ºGrau","Humanas","sim",1,2524.67,2
"378",378,1.43,52.28,25.57,"F","Analfabeto","Exatas","Não",0,3048.56,1
"379",379,1.55,57,23.73,"M","Doutorado","Biologicas","Não",0,2623.02,1
"380",380,1.47,53.67,24.84,"M","2ºGrau","Exatas","sim",1,3310.1,0
"381",381,1.32,47.66,27.35,"M","3ºgrau","Biologicas","Não",0,3601.89,1
"382",382,1.23,44.39,29.34,"F","PósDoc","Biologicas","Não",0,2958.51,2
"383",383,1.44,52.68,25.41,"F","Doutorado","Humanas","Não",0,2422.08,0
"384",384,1.65,60.82,22.34,"M","PósDoc","Humanas","Não",0,3197.84,1
"385",385,1.58,58.35,23.37,"F","3ºgrau","Humanas","Não",0,3295.8,1
"386",386,1.62,59.86,22.81,"M","3ºgrau","Humanas","Não",0,2911.29,0
"387",387,1.6,58.93,23.02,"F","Doutorado","Biologicas","sim",1,3062.61,2
"388",388,1.53,56.26,24.03,"M","3ºgrau","Biologicas","Não",0,3165.4,2
"389",389,1.35,48.97,26.87,"F","Mestrado","Biologicas","sim",1,2859.03,2
"390",390,1.52,55.82,24.16,"F","1ºGrau","Biologicas","sim",1,2542.95,1
"391",391,1.66,61.39,22.28,"F","3ºgrau","Humanas","sim",1,2733.34,0
"392",392,1.16,41.42,30.78,"F","2ºGrau","Biologicas","sim",1,2994.67,1
"393",393,1.42,51.87,25.72,"M","1ºGrau","Humanas","sim",1,2391.22,0
"394",394,1.61,59.41,22.92,"M","1ºGrau","Humanas","sim",1,2573.62,1
"395",395,1.55,57.11,23.77,"F","Mestrado","Humanas","Não",0,3398.15,0
"396",396,1.58,58.16,23.3,"F","2ºGrau","Biologicas","sim",1,2913.52,1
"397",397,1.55,56.83,23.65,"M","PósDoc","Exatas","Não",0,3188.34,2
"398",398,1.55,57.16,23.79,"F","3ºgrau","Biologicas","Não",0,3245.42,2
"399",399,1.5,55.06,24.47,"M","Doutorado","Biologicas","Não",0,3652.31,0
"400",400,1.41,51.33,25.82,"F","Analfabeto","Exatas","Não",0,2789.86,0
"401",401,1.38,50.09,26.3,"F","Mestrado","Biologicas","sim",1,2791.96,1
"402",402,1.5,55.14,24.51,"M","3ºgrau","Exatas","Não",0,2710.43,2
"403",403,1.46,53.31,25.01,"F","1ºGrau","Biologicas","sim",1,3671.17,1
"404",404,1.41,51.4,25.85,"M","PósDoc","Exatas","sim",1,3037.1,0
"405",405,1.54,56.67,23.9,"F","1ºGrau","Exatas","Não",0,3369.25,0
"406",406,1.52,55.61,24.07,"M","Mestrado","Humanas","Não",0,3247.84,0
"407",407,1.65,60.85,22.35,"F","PósDoc","Humanas","sim",1,2475.36,1
"408",408,1.39,50.51,26.14,"M","PósDoc","Exatas","Não",0,2700.14,0
"409",409,1.45,52.93,25.17,"F","Analfabeto","Humanas","sim",1,2611.13,1
"410",410,1.49,54.7,24.64,"M","1ºGrau","Exatas","Não",0,2998.28,1
"411",411,1.36,49.37,26.69,"M","Mestrado","Exatas","sim",1,2325.08,1
"412",412,1.47,53.86,24.92,"M","Analfabeto","Exatas","sim",1,1876.88,1
"413",413,1.43,52.17,25.51,"M","Doutorado","Humanas","sim",1,3109.84,0
"414",414,1.29,46.41,27.89,"M","PósDoc","Exatas","Não",0,3044.67,1
"415",415,1.47,53.86,24.92,"F","1ºGrau","Biologicas","sim",1,2998.36,1
"416",416,1.45,52.86,25.14,"M","Analfabeto","Humanas","Não",0,3733.54,2
"417",417,1.61,59.53,22.97,"F","Doutorado","Exatas","Não",0,3076.25,0
"418",418,1.44,52.58,25.36,"F","2ºGrau","Humanas","sim",1,2868.14,1
"419",419,1.56,57.23,23.52,"M","2ºGrau","Exatas","Não",0,3263.02,2
"420",420,1.51,55.57,24.37,"M","Mestrado","Humanas","Não",0,2406.76,0
"421",421,1.38,50.05,26.28,"F","2ºGrau","Biologicas","sim",1,3184.64,2
"422",422,1.54,56.5,23.82,"M","Mestrado","Humanas","sim",1,2887.8,0
"423",423,1.49,54.58,24.58,"M","1ºGrau","Humanas","Não",0,2292.45,0
"424",424,1.52,55.66,24.09,"F","Analfabeto","Biologicas","Não",0,3489.39,1
"425",425,1.57,57.63,23.38,"F","1ºGrau","Biologicas","sim",1,1922.05,1
"426",426,1.51,55.46,24.32,"M","Doutorado","Biologicas","Não",0,3067.94,0
"427",427,1.66,61.34,22.26,"M","Doutorado","Humanas","Não",0,3009.92,2
"428",428,1.51,55.46,24.32,"M","Analfabeto","Humanas","Não",0,3090.59,1
"429",429,1.37,49.98,26.63,"F","3ºgrau","Humanas","Não",0,3301.4,0
"430",430,1.57,57.97,23.52,"F","1ºGrau","Humanas","Não",0,3175.24,0
"431",431,1.38,50.11,26.31,"F","Doutorado","Exatas","sim",1,2617.14,2
"432",432,1.31,47.32,27.57,"M","3ºgrau","Biologicas","sim",1,3168.09,2
"433",433,1.42,51.76,25.67,"M","Doutorado","Biologicas","Não",0,3380.05,1
"434",434,1.43,52.02,25.44,"M","1ºGrau","Humanas","sim",1,2974.08,1
"435",435,1.44,52.57,25.35,"F","Mestrado","Exatas","Não",0,3455.96,0
"436",436,1.66,61.43,22.29,"F","Doutorado","Humanas","sim",1,2801.47,2
"437",437,1.66,61.54,22.33,"M","PósDoc","Exatas","Não",0,3028.93,1
"438",438,1.57,57.9,23.49,"M","3ºgrau","Exatas","sim",1,3868.08,1
"439",439,1.37,49.9,26.59,"M","2ºGrau","Exatas","sim",1,2636.77,1
"440",440,1.5,55.09,24.48,"F","1ºGrau","Biologicas","Não",0,2518.29,2
"441",441,1.55,56.95,23.7,"M","1ºGrau","Humanas","sim",1,2638.16,1
"442",442,1.49,54.45,24.53,"M","Doutorado","Exatas","sim",1,3246.3,2
"443",443,1.52,55.69,24.1,"F","3ºgrau","Biologicas","sim",1,2842.84,1
"444",444,1.41,51.22,25.76,"F","3ºgrau","Biologicas","Não",0,3451.43,0
"445",445,1.37,49.85,26.56,"M","PósDoc","Biologicas","sim",1,3084.98,1
"446",446,1.64,60.63,22.54,"F","Doutorado","Biologicas","Não",0,3295.45,0
"447",447,1.53,56.07,23.95,"F","Doutorado","Exatas","sim",1,2490.68,2
"448",448,1.46,53.37,25.04,"M","2ºGrau","Biologicas","sim",1,3029.59,0
"449",449,1.53,56.3,24.05,"M","Analfabeto","Biologicas","sim",1,2998.57,1
"450",450,1.71,63.25,21.63,"F","Analfabeto","Humanas","Não",0,2526,1
"451",451,1.54,56.45,23.8,"F","Doutorado","Biologicas","Não",0,2501.51,2
"452",452,1.64,60.65,22.55,"F","PósDoc","Exatas","sim",1,2374.46,1
"453",453,1.64,60.47,22.48,"F","Analfabeto","Humanas","sim",1,3105.46,0
"454",454,1.46,53.37,25.04,"M","1ºGrau","Exatas","sim",1,2837.75,0
"455",455,1.58,58.05,23.25,"F","PósDoc","Humanas","sim",1,3550.29,1
"456",456,1.43,52.4,25.62,"M","Mestrado","Biologicas","sim",1,2210.46,0
"457",457,1.35,49.11,26.95,"M","2ºGrau","Biologicas","Não",0,3445.28,0
"458",458,1.38,50.19,26.35,"M","PósDoc","Humanas","sim",1,2817.03,1
"459",459,1.49,54.41,24.51,"F","3ºgrau","Biologicas","Não",0,2543.2,1
"460",460,1.68,62.19,22.03,"F","3ºgrau","Humanas","Não",0,3617.42,0
"461",461,1.51,55.42,24.31,"F","Mestrado","Exatas","Não",0,2986.26,2
"462",462,1.42,51.79,25.68,"F","Analfabeto","Biologicas","sim",1,2677.45,2
"463",463,1.52,55.92,24.2,"F","2ºGrau","Biologicas","Não",0,3145.22,2
"464",464,1.57,57.79,23.45,"M","PósDoc","Biologicas","Não",0,1758.4,0
"465",465,1.37,49.82,26.54,"M","Doutorado","Humanas","Não",0,2792.63,2
"466",466,1.39,50.78,26.28,"F","Analfabeto","Humanas","Não",0,3171.23,0
"467",467,1.31,47.23,27.52,"F","3ºgrau","Exatas","Não",0,2814.9,2
"468",468,1.37,49.92,26.6,"F","1ºGrau","Humanas","Não",0,3204.84,2
"469",469,1.41,51.45,25.88,"F","PósDoc","Humanas","sim",1,3513.43,0
"470",470,1.47,53.83,24.91,"M","1ºGrau","Exatas","Não",0,3386.31,1
"471",471,1.64,60.64,22.55,"F","Analfabeto","Exatas","Não",0,2844.4,1
"472",472,1.59,58.55,23.16,"M","PósDoc","Exatas","Não",0,3511.52,2
"473",473,1.53,56.09,23.96,"F","PósDoc","Humanas","Não",0,2699.2,2
"474",474,1.44,52.73,25.43,"M","3ºgrau","Biologicas","sim",1,2756.38,0
"475",475,1.5,54.84,24.37,"M","PósDoc","Humanas","Não",0,3187.88,1
"476",476,1.55,57.19,23.8,"M","2ºGrau","Exatas","sim",1,2574.36,0
"477",477,1.45,52.98,25.2,"F","3ºgrau","Humanas","Não",0,3491.38,0
"478",478,1.61,59.24,22.85,"F","Mestrado","Humanas","Não",0,3646.98,0
"479",479,1.61,59.39,22.91,"F","Mestrado","Humanas","sim",1,2648.42,0
"480",480,1.38,50.33,26.43,"M","PósDoc","Humanas","Não",0,2320.12,0
"481",481,1.43,52.01,25.43,"F","Mestrado","Biologicas","Não",0,3422.13,0
"482",482,1.62,59.83,22.8,"M","Analfabeto","Humanas","Não",0,3347.08,2
"483",483,1.33,48.25,27.28,"F","3ºgrau","Humanas","sim",1,3622.38,1
"484",484,1.54,56.68,23.9,"M","Doutorado","Exatas","Não",0,2822.97,2
"485",485,1.52,55.93,24.21,"F","1ºGrau","Biologicas","Não",0,3301.9,0
"486",486,1.82,67.78,20.46,"F","PósDoc","Exatas","Não",0,3144.87,2
"487",487,1.23,44.08,29.14,"F","3ºgrau","Humanas","sim",1,2955.97,0
"488",488,1.42,51.64,25.61,"M","2ºGrau","Exatas","sim",1,2540.57,2
"489",489,1.57,57.7,23.41,"F","Mestrado","Biologicas","sim",1,2935.84,2
"490",490,1.67,61.7,22.12,"F","Doutorado","Exatas","Não",0,2556.24,0
"491",491,1.58,58.36,23.38,"M","3ºgrau","Biologicas","Não",0,3810.2,1
"492",492,1.36,49.29,26.65,"M","3ºgrau","Biologicas","sim",1,2843.89,0
"493",493,1.72,63.96,21.62,"F","Analfabeto","Biologicas","sim",1,3218.71,2
"494",494,1.32,47.97,27.53,"F","Mestrado","Exatas","Não",0,3152.89,1
"495",495,1.39,50.55,26.16,"F","Mestrado","Humanas","sim",1,3624.13,2
"496",496,1.5,54.83,24.37,"F","Mestrado","Humanas","Não",0,3266.74,2
"497",497,1.72,63.9,21.6,"F","3ºgrau","Humanas","sim",1,3152.08,2
"498",498,1.55,57.03,23.74,"F","PósDoc","Exatas","Não",0,2918.71,1
"499",499,1.57,57.92,23.5,"F","1ºGrau","Biologicas","sim",1,3034.73,2
"500",500,1.67,61.91,22.2,"F","Analfabeto","Biologicas","Não",0,2749.23,2
"501",501,1.6,58.94,23.02,"F","Analfabeto","Exatas","sim",1,2697.01,1
"502",502,1.38,50.1,26.31,"M","Mestrado","Biologicas","sim",1,3800.76,0
"503",503,1.57,57.84,23.47,"M","Mestrado","Humanas","sim",1,2081.79,2
"504",504,1.49,54.56,24.58,"M","Mestrado","Biologicas","Não",0,2714.89,0
"505",505,1.68,62.13,22.01,"F","PósDoc","Exatas","sim",1,2915.88,0
"506",506,1.48,54.03,24.67,"M","PósDoc","Humanas","sim",1,3166.76,0
"507",507,1.35,48.89,26.83,"M","3ºgrau","Humanas","sim",1,3326.42,2
"508",508,1.55,56.97,23.71,"M","2ºGrau","Biologicas","sim",1,2875.93,0
"509",509,1.54,56.42,23.79,"M","1ºGrau","Humanas","Não",0,3080.68,2
"510",510,1.5,54.93,24.41,"F","3ºgrau","Humanas","sim",1,2844.33,1
"511",511,1.39,50.77,26.28,"F","2ºGrau","Humanas","Não",0,3102.48,1
"512",512,1.42,51.64,25.61,"M","3ºgrau","Humanas","sim",1,3528.98,2
"513",513,1.5,54.95,24.42,"M","Analfabeto","Biologicas","sim",1,2729.93,1
"514",514,1.6,59.15,23.11,"F","3ºgrau","Humanas","Não",0,2797.64,0
"515",515,1.46,53.54,25.12,"M","PósDoc","Exatas","Não",0,2400.78,2
"516",516,1.41,51.51,25.91,"M","PósDoc","Biologicas","sim",1,3740.1,1
"517",517,1.23,44.18,29.2,"M","Analfabeto","Humanas","sim",1,2779.78,2
"518",518,1.55,56.98,23.72,"M","2ºGrau","Biologicas","Não",0,2940.79,1
"519",519,1.54,56.71,23.91,"F","1ºGrau","Humanas","sim",1,3139.47,1
"520",520,1.63,60.24,22.67,"M","Doutorado","Exatas","Não",0,2373.84,1
"521",521,1.65,60.87,22.36,"M","2ºGrau","Humanas","sim",1,3335.95,0
"522",522,1.49,54.43,24.52,"M","1ºGrau","Humanas","Não",0,3285.96,2
"523",523,1.63,60.19,22.65,"F","3ºgrau","Biologicas","Não",0,3123.26,2
"524",524,1.5,55.01,24.45,"M","3ºgrau","Exatas","sim",1,2127.79,1
"525",525,1.43,52.29,25.57,"M","Analfabeto","Humanas","Não",0,3176.75,0
"526",526,1.42,51.61,25.6,"M","3ºgrau","Biologicas","sim",1,2689.77,2
"527",527,1.47,53.61,24.81,"F","Doutorado","Exatas","Não",0,3429.89,2
"528",528,1.52,55.91,24.2,"F","PósDoc","Biologicas","Não",0,3160.89,2
"529",529,1.5,54.89,24.4,"M","Analfabeto","Humanas","sim",1,3620.29,0
"530",530,1.52,55.8,24.15,"M","Doutorado","Exatas","Não",0,2232.81,0
"531",531,1.52,55.8,24.15,"M","Doutorado","Humanas","Não",0,3020.15,2
"532",532,1.57,57.86,23.47,"M","Doutorado","Biologicas","sim",1,3119.26,2
"533",533,1.47,53.91,24.95,"F","3ºgrau","Humanas","Não",0,2285.62,1
"534",534,1.66,61.54,22.33,"M","Doutorado","Exatas","sim",1,3098.09,1
"535",535,1.54,56.75,23.93,"F","Mestrado","Humanas","Não",0,2595.94,0
"536",536,1.38,50.23,26.38,"M","Mestrado","Exatas","sim",1,3232.71,0
"537",537,1.47,53.89,24.94,"M","Analfabeto","Humanas","sim",1,2975.7,2
"538",538,1.55,57.06,23.75,"F","1ºGrau","Biologicas","sim",1,3015.24,1
"539",539,1.46,53.36,25.03,"F","Mestrado","Biologicas","sim",1,3600.02,0
"540",540,1.53,56.38,24.08,"F","1ºGrau","Biologicas","Não",0,2799.33,1
"541",541,1.54,56.74,23.92,"M","Mestrado","Biologicas","Não",0,3427.27,2
"542",542,1.63,60.21,22.66,"M","2ºGrau","Exatas","sim",1,3350.06,1
"543",543,1.43,52.39,25.62,"F","Doutorado","Humanas","sim",1,3123.81,1
"544",544,1.5,54.93,24.41,"F","Mestrado","Humanas","Não",0,3060.89,0
"545",545,1.44,52.73,25.43,"M","3ºgrau","Humanas","sim",1,3156.15,2
"546",546,1.39,50.49,26.13,"M","Mestrado","Exatas","Não",0,3563.65,1
"547",547,1.32,47.6,27.32,"M","1ºGrau","Exatas","sim",1,2760.61,2
"548",548,1.52,55.78,24.14,"M","1ºGrau","Humanas","sim",1,2310.86,2
"549",549,1.56,57.41,23.59,"F","Mestrado","Humanas","sim",1,3470.47,0
"550",550,1.56,57.56,23.65,"M","Analfabeto","Exatas","sim",1,3747.57,2
"551",551,1.36,49.44,26.73,"M","3ºgrau","Exatas","Não",0,2429.32,2
"552",552,1.39,50.48,26.13,"M","PósDoc","Humanas","Não",0,3121.11,0
"553",553,1.39,50.44,26.11,"F","2ºGrau","Exatas","sim",1,2474.58,2
"554",554,1.43,52.25,25.55,"F","PósDoc","Biologicas","Não",0,3210.81,0
"555",555,1.52,55.68,24.1,"M","1ºGrau","Humanas","sim",1,2557.67,1
"556",556,1.56,57.38,23.58,"F","1ºGrau","Humanas","sim",1,2802.36,1
"557",557,1.42,51.74,25.66,"F","PósDoc","Humanas","Não",0,2645.22,1
"558",558,1.21,43.54,29.74,"F","2ºGrau","Exatas","Não",0,3076.32,0
"559",559,1.6,58.82,22.98,"F","Mestrado","Exatas","sim",1,3553.47,1
"560",560,1.56,57.46,23.61,"M","1ºGrau","Humanas","sim",1,3021.57,1
"561",561,1.43,52.2,25.53,"M","Mestrado","Biologicas","Não",0,2508.11,2
"562",562,1.39,50.71,26.25,"M","PósDoc","Biologicas","sim",1,3129.6,2
"563",563,1.47,53.8,24.9,"F","2ºGrau","Humanas","sim",1,3084.58,1
"564",564,1.51,55.43,24.31,"M","1ºGrau","Exatas","sim",1,3963.18,0
"565",565,1.57,57.89,23.49,"F","Analfabeto","Biologicas","Não",0,3239.28,2
"566",566,1.64,60.56,22.52,"M","Doutorado","Humanas","sim",1,3639.74,1
"567",567,1.42,51.6,25.59,"F","Mestrado","Biologicas","sim",1,2566.78,1
"568",568,1.53,56.16,23.99,"M","2ºGrau","Humanas","sim",1,2467.63,1
"569",569,1.63,60.34,22.71,"F","Analfabeto","Humanas","Não",0,3236.52,1
"570",570,1.41,51.39,25.85,"M","Analfabeto","Biologicas","Não",0,2534.74,2
"571",571,1.48,54.11,24.7,"M","Mestrado","Exatas","sim",1,2602.63,1
"572",572,1.32,47.91,27.5,"M","Doutorado","Humanas","sim",1,3846.13,0
"573",573,1.53,56.15,23.99,"F","Doutorado","Humanas","Não",0,3702.05,2
"574",574,1.44,52.44,25.29,"M","1ºGrau","Exatas","sim",1,3364.34,2
"575",575,1.41,51.3,25.8,"M","Mestrado","Biologicas","Não",0,3286.24,0
"576",576,1.42,51.88,25.73,"F","PósDoc","Exatas","Não",0,3176.36,2
"577",577,1.54,56.78,23.94,"M","1ºGrau","Biologicas","Não",0,2638.93,0
"578",578,1.28,46.35,28.29,"M","3ºgrau","Biologicas","Não",0,3106.12,0
"579",579,1.46,53.3,25,"M","1ºGrau","Biologicas","Não",0,3083.55,2
"580",580,1.4,50.95,25.99,"F","Doutorado","Exatas","sim",1,3621.97,1
"581",581,1.4,51.15,26.1,"F","1ºGrau","Humanas","sim",1,2589.03,2
"582",582,1.55,56.9,23.68,"F","3ºgrau","Humanas","Não",0,2448.6,1
"583",583,1.54,56.41,23.79,"F","Doutorado","Humanas","Não",0,2434.26,0
"584",584,1.49,54.57,24.58,"M","1ºGrau","Humanas","Não",0,3373.64,2
"585",585,1.55,57.15,23.79,"F","3ºgrau","Exatas","Não",0,3135.99,0
"586",586,1.44,52.59,25.36,"F","Analfabeto","Humanas","Não",0,2612.61,1
"587",587,1.3,46.91,27.76,"M","PósDoc","Biologicas","Não",0,3565.99,1
"588",588,1.62,59.62,22.72,"F","Analfabeto","Exatas","sim",1,3252.03,2
"589",589,1.48,54.08,24.69,"M","Analfabeto","Biologicas","sim",1,2442.52,1
"590",590,1.46,53.54,25.12,"F","3ºgrau","Exatas","sim",1,3543.17,1
"591",591,1.52,55.63,24.08,"M","Doutorado","Humanas","sim",1,2194.22,1
"592",592,1.58,58.06,23.26,"F","1ºGrau","Exatas","sim",1,3184.22,2
"593",593,1.54,56.7,23.91,"F","1ºGrau","Biologicas","Não",0,3143.46,2
"594",594,1.59,58.71,23.22,"M","Mestrado","Exatas","Não",0,2909.18,2
"595",595,1.5,55.18,24.52,"M","3ºgrau","Humanas","Não",0,3184.6,0
"596",596,1.45,52.98,25.2,"M","PósDoc","Humanas","sim",1,3230.58,0
"597",597,1.47,53.8,24.9,"F","1ºGrau","Exatas","sim",1,2971.78,2
"598",598,1.58,58.29,23.35,"F","PósDoc","Humanas","sim",1,3245.21,0
"599",599,1.42,51.6,25.59,"F","1ºGrau","Exatas","sim",1,3701.05,2
"600",600,1.4,51.19,26.12,"M","PósDoc","Biologicas","Não",0,2728.59,2
"601",601,1.53,56.25,24.03,"M","2ºGrau","Exatas","Não",0,3397.01,0
"602",602,1.56,57.45,23.61,"F","Analfabeto","Humanas","Não",0,3183.06,1
"603",603,1.33,48.24,27.27,"F","3ºgrau","Humanas","Não",0,3450.09,0
"604",604,1.58,58.14,23.29,"F","Analfabeto","Humanas","Não",0,2936.05,0
"605",605,1.5,55.05,24.47,"F","Analfabeto","Biologicas","Não",0,3434.18,2
"606",606,1.48,54.27,24.78,"F","Doutorado","Biologicas","Não",0,2929.18,1
"607",607,1.61,59.43,22.93,"F","3ºgrau","Exatas","sim",1,3579.33,2
"608",608,1.65,60.92,22.38,"F","1ºGrau","Exatas","Não",0,2950.04,0
"609",609,1.39,50.41,26.09,"M","2ºGrau","Humanas","Não",0,2884.47,2
"610",610,1.6,59.05,23.07,"M","2ºGrau","Exatas","Não",0,2879.49,2
"611",611,1.44,52.47,25.3,"M","2ºGrau","Biologicas","Não",0,3086.29,2
"612",612,1.51,55.53,24.35,"F","2ºGrau","Humanas","sim",1,2984.64,1
"613",613,1.55,56.92,23.69,"F","2ºGrau","Exatas","Não",0,2743.58,0
"614",614,1.51,55.53,24.35,"M","3ºgrau","Biologicas","Não",0,2683.72,0
"615",615,1.35,49.15,26.97,"F","2ºGrau","Biologicas","sim",1,3243.07,2
"616",616,1.45,52.97,25.19,"M","Analfabeto","Humanas","Não",0,3153.68,0
"617",617,1.65,61.16,22.46,"F","Analfabeto","Biologicas","Não",0,2926.95,0
"618",618,1.52,55.69,24.1,"M","3ºgrau","Humanas","sim",1,2512.98,1
"619",619,1.42,51.66,25.62,"M","PósDoc","Biologicas","sim",1,2699.9,2
"620",620,1.43,52.38,25.61,"M","PósDoc","Biologicas","Não",0,2685.78,1
"621",621,1.61,59.23,22.85,"F","Analfabeto","Humanas","sim",1,2878.52,2
"622",622,1.53,56.38,24.08,"M","Analfabeto","Biologicas","Não",0,2632.19,1
"623",623,1.41,51.41,25.86,"F","1ºGrau","Exatas","sim",1,2797.49,1
"624",624,1.5,55.03,24.46,"M","Analfabeto","Exatas","sim",1,3374.16,0
"625",625,1.56,57.39,23.58,"F","Doutorado","Humanas","Não",0,2664,1
"626",626,1.67,61.89,22.19,"F","Mestrado","Humanas","sim",1,2286.41,2
"627",627,1.41,51.47,25.89,"M","Mestrado","Humanas","Não",0,2462.63,2
"628",628,1.46,53.48,25.09,"F","Mestrado","Biologicas","sim",1,2983.06,2
"629",629,1.6,58.98,23.04,"F","3ºgrau","Exatas","Não",0,2578.93,0
"630",630,1.45,53.16,25.28,"M","Doutorado","Biologicas","Não",0,2456.17,2
"631",631,1.65,60.84,22.35,"M","3ºgrau","Humanas","sim",1,3251.27,2
"632",632,1.6,59.17,23.11,"M","1ºGrau","Humanas","sim",1,3088.45,0
"633",633,1.33,48.36,27.34,"M","PósDoc","Humanas","Não",0,2827.93,0
"634",634,1.54,56.7,23.91,"M","2ºGrau","Humanas","Não",0,2568.73,0
